ProductCode;AlcoholValueRatio;AlcoholPercentage
4810901;22.94;11.5%
9292501;21.32;12.5%
4620501;15.75;11%
9152101;21.72;13.5%
4728801;17.38;11.5%
3435601;22.21;15%
12214301;38;14%
7603401;24.59;13.5%
11076301;25.62;13%
12164701;17.3;13%
11921401;17.99;12.5%
4003801;14.97;13%
14522401;27.31;13.5%
14522501;27.19;14%
14522601;29.47;14.5%
15558601;36.31;13%
15558701;34.41;13%
14391701;27.17;13%
14391501;34.36;13.5%
13446201;19.3;14.5%
921601;21.88;12%
10383001;24.52;12.5%
496605;22.56;13%
496601;21.84;13%
7732801;27.14;11%
9907501;64.61;13%
11225001;54.8;14.5%
11225005;45.79;14.5%
14613701;39.49;13%
7653201;29.05;13%
14579701;35.18;12.5%
14579801;34.36;12.6%
15088201;45.13;13%
14693101;34.13;12.5%
12947601;37.09;11.5%
11363201;45.56;12%
10599601;42.46;13.5%
11363601;40.99;13.5%
10265201;43.07;13%
10265301;52.34;13.5%
10599501;69.13;13.5%
10599901;75.05;13.5%
10599801;72.37;14%
10600001;61.53;13%
11363101;52.37;14%
10600201;45.97;14.5%
11363301;64.61;13%
11363401;65.7;14%
11347801;27.26;11%
13729501;26.02;10.5%
13274901;26.13;12.5%
13275101;35.9;13%
13275001;24.53;12.5%
10125001;36.26;12.5%
10125101;43.47;11.5%
10277901;107.77;12%
11057101;29.68;11%
10906301;21.14;13%
5308401;21.08;13%
13911305;31.13;13.6%
13911201;37.25;13.6%
5742901;30.76;13%
9643701;41.02;13%
9643601;39.47;13%
9643901;25.63;13%
9643801;28.71;13%
7690001;36.91;13%
7690101;28.79;12.5%
7689901;38.39;12.5%
13461501;27.72;12.5%
10625001;25.28;14.5%
14008901;19.48;13%
10275901;19.04;14%
5180201;31.43;12.5%
11427601;36.13;14.5%
11427301;33.08;15%
2125201;24.88;15%
2125401;19.04;14%
11656901;27.1;15.5%
14793801;19.26;13.5%
10598101;29.39;12%
10896701;65.2;5%
14987901;41.02;13%
14985901;39.48;13%
14987801;28.71;13%
12663701;34.8;14.1%
15273301;38.87;13%
7846301;24.52;12.5%
3294101;31.77;13%
4917601;46.05;13%
3294001;30.4;12.5%
4745301;74.86;13%
4917501;27.22;12%
10510401;32.81;13%
14419501;33.84;13%
14370001;83.94;13.5%
14419401;33.84;13%
14418501;31.99;12.5%
15363001;33.54;13.5%
15362901;39.99;14%
7958401;42.37;13.5%
8306001;28.62;13%
13738601;34.26;13%
14514801;38;14%
13739001;29.53;13.5%
13778301;26.74;11.5%
5349201;47.3;13.5%
10198101;44.87;12.5%
14683201;48.3;13.5%
10197901;42.74;12.5%
14683301;46.32;13.5%
10198201;48.07;12.5%
14683801;53.23;13.5%
10198001;23.6;13.5%
643901;22.21;12%
14394601;25.63;13%
11682001;39.41;13.5%
11681901;35.18;13%
11682101;75.49;13%
12116301;25.63;13%
8302101;18.09;14%
12367906;13.33;13.5%
10761201;19.48;13%
8301901;22.85;14%
8302001;27.58;14.5%
10084701;20.26;12.5%
14160401;34.93;14.5%
15108701;14.8;13.5%
15013401;15.22;14%
1928601;18.05;14%
15100201;43.81;14%
13248805;46.67;14%
13248201;42.86;14%
15100401;42.86;14%
15100101;47.18;13%
13248601;47.18;13%
13248301;38.16;14.5%
15100301;38.16;14.5%
15044201;40.59;12%
13615401;18.82;12%
14797701;19.15;12.5%
3572901;20.26;12.5%
3572801;23.21;13.5%
13924801;20.5;13%
8059001;49.19;13.5%
14357301;36.53;13.5%
14330801;31.6;13.5%
1650201;28.27;12.5%
10211701;28.15;13.5%
12788901;31.69;13%
15598901;35.79;13%
12788801;31.36;12.5%
10814501;24.52;12.5%
10814401;21.53;13%
12125901;62.21;15%
13218001;65.77;15%
1187701;130.4;13.5%
1187401;130.4;13.5%
13864401;76.18;14%
1187601;167.9;13.5%
10984901;55.25;13.5%
3780401;49.28;13.5%
3100301;39.41;13.5%
11285201;37.89;14.5%
14327201;37.55;14.2%
10375201;32.58;13.5%
15500701;23.59;13%
4039101;68.14;13.5%
12494101;29.62;13.5%
5635301;85.32;12.5%
5635101;52.26;12.5%
11644601;33.32;12%
10817201;26.64;13.7%
12859501;19.26;13.5%
12859505;21.95;13%
15558501;30.26;13%
11798001;16.44;15%
12568605;35.89;14.5%
13292901;25.78;13.5%
13293001;22.4;12.5%
13927901;24.92;13%
13292801;22.87;13%
14327401;18.36;42%
1966501;30.76;13%
12100801;34.86;13%
12100601;59.48;13%
9470801;112.83;13%
13517401;71.1;13.5%
15470401;43.8;14%
191501;85.51;14.5%
191401;64.36;14.5%
13413001;53.71;13.5%
10330601;30.76;13%
3777305;49.07;12.5%
1087401;47.47;12.5%
11945601;51.85;13.5%
14159001;55.31;13.5%
14158701;47.43;14%
14588101;56.19;13.5%
14159101;58.27;13.5%
11845101;42.44;12.5%
11844405;40.92;14.5%
11844301;43.95;13.5%
3778105;45.97;12.5%
11845005;44.94;13.5%
11844901;44.44;13.5%
14588401;59.58;14.5%
14891201;47.6;13.5%
14891105;51.11;13.5%
13191801;46.41;13.5%
13516205;42.56;13%
13516101;40.51;13%
10397501;51.09;13.5%
10397301;40.35;13.5%
13736001;38.28;14%
4514002;31.25;14.5%
4514001;26.66;15%
13918701;31.1;13.5%
15514801;58.36;13%
15515201;52.82;13%
1013801;24.52;12.5%
12414501;28.57;14%
12386901;32.82;13%
13088401;24.61;13%
13088501;27.72;12.5%
13088301;29.86;12.5%
13389501;29.24;15.5%
15074901;28.01;13.8%
13260201;62.21;13.5%
13260101;33.57;13.5%
14493801;21.72;13.5%
15103301;41.95;13%
15103601;28.79;12.5%
15103401;32.72;13%
15103701;59.16;13.5%
15103801;40.92;13%
13998501;85.32;14.1%
15424601;23.55;15%
432601;37.94;13%
9596501;32.58;13.5%
9303201;38.51;13.5%
13136801;35.89;13%
13541601;28.77;12%
13541901;40.8;13%
13541701;37.83;13%
13541801;41.93;13%
14313201;38.36;13.9%
14313301;34.56;13.5%
13291301;45.1;13.3%
13291601;45.79;13.1%
13291501;38.09;13.3%
13136701;39.5;13.5%
14721301;31.71;14%
13438201;40.04;14.5%
13923901;23.69;13.5%
952901;27.36;13.5%
7822301;36.53;13.5%
14672101;26.52;12.5%
14672001;25.17;13.5%
14671901;27.49;13%
14671801;27.2;13.5%
14671701;26.52;12.5%
12390101;184.61;13%
12390201;184.61;13%
12391101;28.71;13%
12390501;163.94;13.5%
12390601;133.32;13%
14395201;47.59;14%
15556001;55.28;13%
15555901;56.67;14%
15555801;76.82;13%
15556201;51.18;13%
14404701;30.82;12.5%
15555701;33.22;12%
15555201;38.78;12%
14395001;30.66;13%
15555601;35.09;12.5%
14395101;38.95;13%
14404801;114.26;14%
15556301;41.49;12.5%
14395601;82.73;14.5%
14396001;52.27;14%
15555501;61.03;13%
15556101;91.79;13%
14394901;49.36;13.5%
15555401;56.31;13%
14395801;77.92;13.5%
15556401;88.4;13.5%
15555301;84.84;13.5%
14328101;24.43;12%
12287402;30.71;13%
12287401;26.66;13%
10902201;30.76;13%
15437601;31.39;15.5%
14882701;22.06;14%
10355901;51.5;15%
10355801;63.59;15%
5965701;31.52;14.8%
13482901;32.58;13.5%
13482701;29.62;13.5%
11657201;18.38;14.5%
1854601;25.54;13%
897301;29.24;15%
13482101;29.42;14.5%
13482801;59.13;15%
13457901;14.7;14.5%
7820401;21.96;14.5%
7342306;11.57;13.5%
5577101;19.03;14%
8296401;15.28;13%
14668701;236.9;14%
14668401;236.9;14%
14668601;380.05;14%
14668801;563.57;14%
14668501;97.57;13%
2736701;27.65;12.5%
12867401;38.3;12.5%
12867301;31.91;12.5%
11436101;19.63;13.5%
10785401;20.46;13%
11211001;16.41;13%
11212901;18.39;14.5%
12495701;78.4;12.5%
12166901;78.4;12.5%
11789901;57.07;12.5%
14434301;57.81;12.5%
8287501;23.58;13%
11863701;358.96;13%
10844001;90.25;13%
10546801;51.87;13.5%
10546701;41.92;14%
10546501;32.4;14%
10546601;40.94;14.5%
5169801;15.64;11.5%
383701;17.22;13%
10137202;252.17;11.5%
12327101;35.38;13%
7939301;40.4;13.5%
12327001;43.07;13%
169701;30.92;12.5%
15044301;44.71;10.5%
877201;56.4;13%
14109901;137.27;13.5%
14110201;141.22;13.5%
14109801;145.18;13.5%
11854901;23.58;13%
6878201;22.39;12.5%
11049901;31.89;12.5%
11050101;31.89;12.5%
11050601;63.11;13.5%
10979301;19.7;11.5%
13515701;65.85;13%
13134301;43.59;13%
13959705;62.82;13%
13959801;61.04;13.5%
14220701;64;14%
13130801;61.44;13%
13134501;53.53;13.5%
14220801;78.22;13.5%
13134601;46.62;13.5%
14348701;76.25;13.5%
15555101;102.05;13%
10816901;45.5;14.5%
10817001;38.7;13.5%
7375301;36.86;13%
12073701;27.5;13.5%
14657001;32;12.5%
14656901;34.67;12.5%
6878101;15.64;11.5%
1976501;14.92;12.5%
1976701;17.38;11.5%
13395901;21.96;14.5%
11176801;19.74;13.5%
13396101;28.01;14%
14569001;31.71;13.5%
8209801;20.26;12.5%
8209901;18.76;13.5%
10790501;16.6;12%
1873201;24.75;14%
13457801;32.18;14.5%
11089606;19.21;13%
8069101;102.42;16%
1010205;21.98;13.5%
1010201;22.04;13%
14190401;25.74;14.5%
14190301;34.4;15.5%
13864301;30.23;14%
11445201;27.64;13.5%
8041901;19.77;14.5%
14214901;20;13%
11661101;37.53;13.5%
12017901;46.56;13%
12017801;51.18;13%
12018101;49.13;13%
12387001;42.03;12.5%
12018001;74.77;13%
15511301;141.32;13.5%
15511401;144.01;13.5%
15511101;144.01;13.5%
10174301;84;13%
10174201;97.33;13%
13226701;54.38;12.5%
14256601;126.92;12.5%
13227101;105.63;13%
14256201;57.06;12.5%
11311901;30.75;13%
11980001;47.41;13.5%
10173901;79.89;12.5%
13522801;76.92;13%
13522701;76.92;13%
13514901;80;12.5%
11158201;90.81;13.5%
11158101;125.2;13.5%
11158401;74.16;13.5%
11293301;103.71;13.5%
11158501;74.16;13.5%
11243501;74.16;13.5%
6517701;18.76;13.5%
6529301;21.72;13.5%
11680301;14.43;12%
1481201;28.11;12.8%
12872901;31.85;14.5%
14689201;27.58;14.5%
14672201;32.17;14.5%
3916501;34.03;12.5%
10104801;23.32;13.3%
10227201;29.72;13%
12595301;24.52;12.5%
10032001;25.5;11.5%
10036001;23.58;13%
10036101;28.88;12%
12012901;28.97;11.5%
7640801;19.99;12%
15407301;97.55;12.5%
15407401;88.84;12.5%
15407201;74.34;12.5%
14651401;27.64;13.5%
14808301;80.73;7.1%
14808901;70.25;5.5%
15463201;145.19;5.5%
15463401;484.73;5.5%
15388001;25.66;13.5%
14984501;29.61;13.5%
15610306;15.38;13%
13963001;109.95;13%
15420601;28.48;14%
14172001;28.71;13%
14185601;26.14;13%
11257201;25.63;13%
14660401;30.76;13%
14660301;37.77;12%
3318201;30.76;13%
10374901;67.68;13%
1502201;50.61;13%
5245701;52.3;13%
10374701;56.4;13%
14746201;27.64;13.5%
14745901;34.01;14.5%
14746101;71.39;15.5%
14746001;76.31;14.5%
648701;22.52;14.5%
648501;32.17;14.5%
10983201;41.75;14%
10983301;95.44;13.5%
14997501;81.9;13.5%
10983901;80.92;13%
14997601;76.74;13.5%
15002401;81.9;13.5%
14997701;128.11;13.5%
15002301;128.11;13.5%
10984601;81.9;13.5%
11543601;11.39;14%
11666401;49.36;13.5%
12920101;136.46;13.5%
12917501;108.2;13.5%
12917401;104.56;14%
12440901;137.42;16%
5466501;26.12;12.5%
10838401;22.22;13.5%
8108401;29.52;14%
8108201;26.18;12.5%
8108301;25.67;13.5%
15483101;41.02;13%
14983401;53.24;14.5%
14983301;42.21;14.5%
15050201;126.41;13.5%
12518601;118.42;13.5%
12496401;130.36;13.5%
12518501;118.42;13.5%
14992601;111.02;15%
12496301;111.63;13.5%
12518701;118.42;13.5%
14983501;114.85;14.5%
10966801;109.53;13.5%
15083501;43.07;13%
15060501;39.5;13.5%
15060601;39.99;14%
15061101;78.09;14%
15061301;76.18;14%
14944501;133.32;14%
14388001;31.28;13%
14388101;62.04;13%
14387901;30.77;13%
14388401;161.53;13%
13963601;48.57;13%
14126201;16.54;14.5%
14126401;18.38;14.5%
9618001;59.48;13%
14513801;38.1;10.5%
7300401;40.48;13.5%
11382301;30.61;13.5%
11382201;22.37;14%
4820407;21.39;12%
11866106;13.19;12%
1181501;21.03;13%
15412901;32.21;12%
12101301;44.42;15%
13377001;26.66;13%
13377201;26.66;13%
13377301;21.32;12.5%
13377101;29.73;13%
12432005;63.74;14%
9504101;24.92;11.5%
9504201;26.56;13%
14124801;26.14;12%
14124901;26.14;12%
14125001;33.66;13%
14219401;37.32;12.5%
14219501;34.12;12.5%
14317101;33.6;12.5%
8116501;32.11;12%
10410601;29.62;13.5%
12118201;42.45;12.5%
8133701;27.56;13.5%
14680201;29.76;12.5%
10410701;23.71;14%
13250401;27.3;13%
13250701;42.22;13%
12801306;21.32;12.5%
10718001;37.32;12.5%
13391001;34.8;15%
13391201;149.62;15.5%
1669401;28.21;13%
11531102;32;12.5%
11531402;72.46;9.2%
14192101;379.48;13%
15502601;19.64;13.5%
14658201;27.59;13%
14658101;31.89;12.5%
14770701;32.29;14%
2247001;28.69;12.5%
2247301;28.53;13.5%
2247401;27.62;12.5%
11239705;36.76;14.5%
11116301;33.32;14%
2011601;24.99;12%
15600101;42.04;13%
14641101;47.17;13%
14641301;41.59;12.5%
8264201;41.02;13%
14641201;47.17;13%
14571101;26.66;12.5%
14571201;41.47;13.5%
14571401;44.09;13%
14735505;34.13;12.5%
5178501;33.06;12.5%
4288501;92.3;13%
1893301;50.25;13%
5203601;50.25;13%
4288601;50.25;13%
5203501;50.25;13%
13876201;50.25;13%
8294101;50.25;13%
1893401;46.15;13%
11465301;326.07;13.5%
11465501;416.05;13.5%
11465001;432.05;13%
13164401;240.74;13.5%
13164301;230.86;13.5%
13994601;151.72;13%
13557601;41.98;13.5%
13557501;50.37;13.5%
12971501;41.02;13%
12971401;41.02;13%
12971601;35.89;13%
12971301;34.56;13.5%
9864001;31.1;12%
861801;24.99;12%
9881301;20.22;14.5%
2880901;17.46;14.5%
3917201;15.99;12.5%
15429001;53.11;12.3%
15429401;30.1;12.4%
15429301;37.03;12.6%
15429201;33.88;12%
15429101;55.46;12.5%
13323301;23.58;13%
13323401;24.61;13%
13323501;29.73;13%
15354301;24.67;14%
14511201;93.63;13.5%
14511405;96.3;13.5%
14511301;74.67;13.5%
15507201;92.21;13%
15507401;129.38;13.5%
14511601;187.46;13.5%
15506301;36.72;13%
14511101;80;13.5%
14511005;78.52;13.5%
11346801;95.79;13%
14510805;93.58;13.5%
14510901;93.83;13.5%
15506601;95.05;14%
15507001;115.24;14%
15506901;63.21;13.5%
14159401;16.81;11.5%
12917701;88.08;13.5%
15311001;27.19;12.5%
15311301;39.4;13.5%
15311101;33.63;13%
14406205;31.27;13%
14406505;33.33;13%
14406405;31.27;13%
12123301;25.64;13%
14301905;29.74;13%
13716801;28.71;13%
12123401;27.73;12.5%
12123901;24;12.5%
12123701;15.89;12.5%
12228601;18.17;13.5%
6851601;42.46;13.5%
7871401;30.76;13%
7870901;32.58;13.5%
15603901;17.77;13.5%
10384301;36.32;14.5%
10384401;27.13;14.5%
13926001;19.48;13%
12193601;19.74;13.5%
13258401;18.66;12.5%
8000701;21.53;13%
8202301;31.5;11%
13158201;35.89;13%
1542401;15.14;11%
7710801;16.95;13.5%
7635501;16.95;13.5%
7710901;16.95;13.5%
5129501;22.55;13%
14645201;52.37;14%
14645001;36.91;13%
14646601;23.9;14.5%
14645101;36.77;14.5%
14645401;55.16;14.5%
14645301;64.36;14.5%
4594701;31.89;12.5%
4837001;29.33;12.5%
13985101;156.89;13.5%
13985201;245.54;13.5%
13984901;181.71;13.5%
13984701;122.64;13.5%
13984801;149.51;13.5%
13985001;118.6;13.5%
15326501;69.12;13.5%
15326401;81.82;14.5%
7614501;22.98;14.5%
14269301;21.53;13%
8202001;28.71;13%
10997801;17.46;14.5%
3773501;15.34;13%
14524901;40.52;12.5%
1562401;22.63;50.5%
10514301;19.19;12.5%
15043801;47.09;45.5%
5974101;22.85;40%
15468601;56.48;45.5%
9998601;17.77;45%
12153601;25;40%
12941902;19.13;46%
5974601;19.44;12%
12948201;20.94;10.5%
3058301;16.59;11%
942302;19.85;11%
3190806;14.85;11%
10970801;19.7;11.5%
11052301;23.48;10.5%
5953801;38.17;11%
3133001;30.29;11%
14165201;97.06;12.5%
11593401;34.94;13.5%
4956301;42.48;14%
13625101;25.63;13%
13625001;30.76;13%
13123501;32.81;13%
13097301;30.65;10%
11211101;55.91;15.5%
13332605;25.02;12.5%
14165405;91.46;12.5%
9483605;36.19;14%
9211001;38.96;13%
472701;70.8;14.5%
9210901;50.57;14.5%
14985701;37.43;13%
14985801;40.43;12.5%
14985601;29.32;12.5%
14985501;26.1;12%
12603405;47.63;13%
11014201;28.84;13%
14242601;33.25;12.5%
9517501;32.95;13%
8330401;29.85;13%
14418601;31.74;12.5%
14781101;41.95;13%
14781201;40.4;13.5%
10464801;50.75;13%
9533801;38.78;12%
9533901;46.05;13%
10318001;38.09;14%
4370902;61.73;9.5%
11323501;22.44;9.5%
14825001;19.44;12%
11512301;35.19;12.5%
10318201;39.5;13.5%
13699401;26.66;13%
10647805;61.71;13.5%
10905901;51.05;13.5%
12712601;50.91;13.5%
14387805;58;13.5%
9659401;94.8;13.5%
1647401;41.82;13%
12712501;38.56;14%
12713001;30.5;14%
13078605;74.07;13.5%
10906001;77.62;14.5%
14387705;75.62;13.5%
1647201;33.37;13.5%
11973901;87.1;13%
14016401;187.71;13.5%
12693001;112.71;13.5%
14015701;81.08;13.5%
14016001;97.85;13.5%
14015601;83.03;13.5%
12692701;79.85;13.5%
14016301;115.62;13.5%
15234401;93.33;13%
13109601;21.32;12.5%
15038201;197.43;13%
15038301;130.66;13%
15038401;159.4;13.5%
15035301;128.38;13.5%
14769301;82.9;14%
15054607;173.15;13.5%
14768502;57.48;46.6%
14597201;49.37;13.5%
14596901;35.94;13.5%
14597001;28.97;13%
14590401;27.22;14%
14793701;30.77;13%
9210205;37.03;13.5%
5143401;36.53;13.5%
2041102;22.01;11.5%
13372601;38.92;12.5%
2041101;17.77;12%
1705401;28.63;13.5%
13372501;46.14;13%
11706601;44.84;11%
11165401;47.4;13.5%
11373701;88.86;15%
4708001;30.34;14.5%
11375701;45.05;14.5%
11376301;82.67;14.5%
5710001;23.27;13%
15366701;33.32;9%
15366501;29.19;10.5%
15366301;44.43;10.5%
15366801;26.65;11%
11504501;35.53;15%
457001;27.72;12.5%
12102801;47.61;14%
8316801;20.94;14%
896901;19.74;13.5%
2766001;32.6;15.5%
4465201;24.74;14.5%
13571601;26.57;13.5%
2766101;55.91;15%
10955301;112.81;13%
10955201;294.25;14.5%
10954901;209.52;14%
10899001;42.85;14%
10955001;38.09;14%
10955101;85.7;14%
10379801;61.9;14%
1110001;52.35;13.5%
14359405;29.58;13.5%
5959501;28.29;14%
11734701;29.14;13.5%
5209201;34.76;14%
13716401;35.89;13%
10265401;39.99;13%
3573801;33.32;14%
3573701;33.32;14%
14158301;73.03;13%
14158401;73.85;13%
14158201;73.85;13%
11957601;235.8;13.5%
12868905;300.57;14.5%
13781107;319.4;14.5%
14243301;363.91;14.5%
12379001;86.95;14.5%
13963401;82.52;14.5%
13823301;74.36;15%
11462601;50.92;14%
12779001;18.62;13.5%
12778901;60.19;15.5%
3499801;22.36;15.5%
3367701;24.75;14%
12540406;10.66;12.5%
3345701;17.77;13.5%
10306701;14.92;12.5%
3460701;14.92;12.5%
5459301;27.52;15.5%
3355402;37.13;14%
2399901;67.63;38%
1195101;29.32;38%
1195401;25.17;38%
1195201;27.44;38%
1820501;18.08;7%
9787501;114.28;14%
1365001;110.34;14.5%
13491401;110.34;14.5%
10595001;43.73;14%
10595301;35;14.5%
10595201;21.72;13.5%
10595101;26.82;13%
1071301;26.66;13.5%
7860801;25.59;12.5%
1066701;21.32;12.5%
11226201;31.2;11.5%
10099701;38.69;11.2%
14476602;28.56;20%
10462101;26.66;13%
1349602;69.87;14.5%
15314901;24.34;11.5%
12751501;42.66;12.5%
11682801;21.32;12.5%
4551801;62.85;14%
4574501;20.73;13.5%
4551701;45.7;14%
15472602;35.88;5%
15473002;36.92;5%
15472702;43.96;5%
15472802;37.21;4.8%
15472402;45.87;4.8%
4035201;20.75;17%
4035202;22.67;17%
6908901;23.32;15%
13708501;17.71;40%
1174401;22.21;12%
4158301;24.43;12%
74101;18.56;14%
299601;19.51;12.5%
1157501;24.68;13.5%
3042801;24.31;12.5%
4250601;38.45;13%
5709701;24.89;12%
5703201;20.86;14%
11382001;17.85;13%
1266101;22.12;13.5%
1265901;21.44;13%
11098601;24.33;12%
14734901;17.13;10.5%
14734701;17.13;10.5%
14734801;17.13;10.5%
5710401;34.56;13.5%
4805102;14.3;13%
4805105;10.21;13%
4805101;14.26;13%
11733706;10.86;13.5%
4665906;11.69;13%
14531801;24.61;13%
12547001;25.59;12.5%
12398301;46.14;13%
12398501;82.04;13%
12398401;30.76;13%
12547201;21.72;13.5%
15224001;46.14;13%
15510601;26.66;12%
14370401;34.77;11.5%
14370501;36.35;11%
14370601;37.77;12%
13331802;27.87;16.5%
13331501;19.48;13%
11280301;20.5;13%
11280101;19.74;13.5%
11280001;29.62;13.5%
11280201;26.66;13%
14420401;29.73;13%
10585001;64.26;14%
10584701;49.05;14%
10584801;39.5;13.5%
14565101;70.95;14%
10585401;202.02;13.5%
10585601;161.2;13.5%
10585301;72.64;14%
13940201;67.03;14.5%
13940101;63.91;14.5%
10584201;29.53;13.5%
10585201;125.86;14%
12796907;138.42;12%
5099401;61.28;12%
11433105;70.54;12%
9844705;74.31;12%
15431007;131.49;12%
14144902;25.34;11.6%
13573802;45.7;6.4%
13848002;29.43;10%
13293101;24.52;12.5%
13328106;13.33;12%
13322301;61.53;13%
13322401;51.27;13%
13333301;31.9;14%
13293201;61.53;13%
5479906;13.33;12%
2707501;11.7;12.5%
13328201;55.37;13%
12291901;37.31;13%
14600301;38.03;13%
12291801;35.09;13.5%
14600401;36.62;13.5%
14139101;25.81;13%
14142201;59.71;13.5%
14965301;73.74;13%
14139201;72.65;13.5%
14139301;47.86;13.5%
14965201;69.04;13.5%
14139801;78.91;13.5%
14140001;66.92;13.5%
14965101;46.05;13%
14139601;78.91;13.5%
14139501;54.11;13%
1281901;21.67;12%
787201;20.76;14%
11814301;16.36;13%
13229201;26.66;20%
12694601;14.33;20%
12085401;46;20%
13385901;46;20%
6723201;96.67;20%
15363701;121.67;12%
15363301;83.11;12%
15363901;121.67;12%
15363801;121.67;12%
15363601;121.67;12%
13790805;69.1;12%
15363401;74.22;12%
15363505;84.44;12%
15364005;65.56;12%
15364101;60.89;12%
9817502;18.93;40%
3502801;null;0%
4577101;17.46;14.5%
7378201;40.9;13%
7779401;15.87;35%
12567805;64.53;12.5%
10795505;43.08;13%
11368505;43.33;13%
12567205;42.72;13.5%
5067405;31.56;12%
4657401;30.56;12%
6871601;18.56;12.5%
10895501;49.39;13%
10895301;32.01;13%
15426501;22.97;13%
11171201;31.88;12.5%
14104101;58.88;12%
14104201;26.66;12%
14749301;33.73;8.5%
14749201;27.3;10.5%
14001501;21.57;10.5%
14457801;46.9;12.5%
14457901;50.75;13%
14613001;61.64;7.5%
14613401;42.11;12.5%
15095701;30.37;9.5%
14613602;334.15;6.5%
15095801;46.02;12.5%
14613301;40.73;8%
15095902;213.33;7.5%
14612901;24.96;11.5%
7427201;46.1;7.5%
14613201;58.45;7.5%
15095401;51.49;11.5%
3448601;23.63;7.5%
3765405;15.62;8.5%
3765402;22.56;8.5%
4220706;15.29;8.5%
3765401;18.81;8.5%
3478401;20.65;8%
5388601;18.33;12%
3388701;14.99;12%
15140201;34.11;12.5%
7937301;21.1;12%
6845201;143.89;12.5%
